sleep,stress,mood,energy,screen_time,activity_minutes,connectedness,activity,hour,day_type,best_nudge
4.78,4,2,1,4.28,62,3,Relaxing,17,Weekday,Connect socially
8.63,3,3,2,4.41,64,3,Phone,14,Weekend,Connect socially
6.44,4,3,4,5.5,68,3,Relaxing,11,Weekday,Maintain habits
7.31,2,2,4,4.83,66,3,Studying,21,Weekday,Prepare for bed
7.62,4,3,4,6.77,12,2,Phone,22,Weekday,Maintain habits
9.24,2,4,4,5.04,126,4,Phone,14,Weekend,Reduce screen time
7.51,4,3,3,5.33,45,2,Phone,14,Weekday,Take a short break
7.7,2,4,3,6.72,31,5,Phone,9,Weekday,Stay active
6.78,4,3,3,2.74,77,3,Studying,18,Weekend,Take a short break
6.2,5,2,2,4.55,40,3,Relaxing,7,Weekday,Maintain habits
7.58,4,3,2,6.56,84,2,Phone,16,Weekday,Take a short break
7.96,3,2,2,3.98,24,2,Phone,10,Weekday,Connect socially
8.54,3,2,3,3.55,46,3,Relaxing,18,Weekday,Reduce screen time
8.33,3,3,4,5.13,24,5,Phone,22,Weekend,Reduce screen time
7.21,3,3,3,2.9,42,1,Relaxing,9,Weekend,Connect socially
8.0,4,3,3,4.73,7,3,Phone,19,Weekend,Maintain habits
7.35,3,3,3,3.48,27,3,Relaxing,20,Weekend,Prepare for bed
6.92,3,2,4,3.47,111,4,Relaxing,11,Weekend,Connect socially
6.59,3,3,3,2.84,33,3,Phone,22,Weekday,Maintain habits
5.86,3,4,2,4.58,101,1,Studying,18,Weekday,Connect socially
6.29,4,2,3,4.63,11,2,Studying,17,Weekday,Connect socially
6.28,4,2,2,4.28,128,4,Phone,18,Weekend,Take a short break
8.71,2,4,3,3.95,58,4,Studying,13,Weekend,Maintain habits
6.49,3,3,3,2.65,14,4,Relaxing,7,Weekend,Stay active
6.59,4,3,3,5.2,32,4,Relaxing,15,Weekday,Reduce screen time
6.72,4,2,2,5.92,39,4,Phone,19,Weekday,Reduce screen time
8.44,3,4,3,5.83,44,3,Relaxing,21,Weekend,Stay active
7.61,3,3,2,4.45,19,3,Phone,15,Weekday,Take a short break
7.57,3,3,1,6.86,40,4,Phone,12,Weekday,Reduce screen time
5.56,3,2,2,5.9,45,3,Phone,10,Weekday,Prepare for bed
7.52,4,2,2,6.33,64,5,Studying,22,Weekday,Prepare for bed
6.86,2,4,4,6.1,86,4,Phone,12,Weekday,Reduce screen time
6.84,3,3,3,4.1,60,4,Phone,21,Weekend,Stay active
7.56,3,4,2,4.73,37,5,Studying,11,Weekend,Reduce screen time
6.61,3,4,3,5.86,108,4,Exercise,6,Weekday,Maintain habits
5.05,4,3,3,3.16,36,1,Relaxing,12,Weekday,Connect socially
8.38,2,3,4,3.87,121,3,Exercise,16,Weekend,Maintain habits
5.7,4,2,2,4.72,40,3,Phone,14,Weekday,Stay active
8.99,3,4,4,2.9,50,3,Exercise,21,Weekday,Connect socially
5.36,3,3,3,4.96,13,3,Phone,17,Weekday,Maintain habits
8.16,4,3,3,5.5,45,2,Phone,9,Weekday,Connect socially
7.19,5,1,3,4.7,3,3,Phone,18,Weekday,Connect socially
9.71,2,4,5,1.55,44,4,Studying,15,Weekend,Maintain habits
5.68,3,4,3,5.31,56,2,Phone,18,Weekday,Reduce screen time
8.56,1,4,4,5.78,102,3,Relaxing,19,Weekday,Reduce screen time
8.36,3,4,3,4.02,25,4,Relaxing,23,Weekday,Take a short break
7.77,4,3,2,5.05,55,4,Studying,17,Weekend,Reduce screen time
8.54,3,3,3,3.0,92,2,Relaxing,14,Weekday,Maintain habits
6.32,4,1,2,5.73,10,1,Phone,15,Weekday,Connect socially
7.81,3,3,3,5.87,44,3,Phone,15,Weekday,Prepare for bed
7.19,3,3,2,4.63,77,4,Phone,16,Weekend,Maintain habits
7.8,3,4,3,4.21,44,2,Phone,7,Weekend,Reduce screen time
8.13,3,4,5,5.56,48,5,Phone,12,Weekday,Maintain habits
7.04,2,3,3,6.17,38,5,Phone,23,Weekday,Reduce screen time
6.71,3,4,4,5.12,80,3,Studying,22,Weekday,Prepare for bed
7.52,4,2,2,5.71,140,5,Exercise,8,Weekend,Take a short break
7.6,4,3,2,3.78,61,3,Exercise,23,Weekend,Prepare for bed
7.82,2,2,3,4.73,57,3,Exercise,20,Weekend,Connect socially
7.9,3,4,3,4.57,54,4,Phone,6,Weekday,Maintain habits
7.49,3,2,3,4.21,28,1,Phone,21,Weekday,Connect socially
8.14,2,4,3,4.54,43,4,Working,22,Weekday,Prepare for bed
7.92,3,5,3,3.82,119,5,Working,18,Weekend,Maintain habits
5.34,4,2,2,5.7,22,3,Phone,19,Weekday,Prepare for bed
7.21,3,3,2,5.55,14,2,Relaxing,14,Weekday,Stay active
8.72,3,2,3,5.31,72,2,Exercise,17,Weekend,Connect socially
9.4,3,3,4,0.92,24,2,Studying,19,Weekday,Connect socially
5.53,3,2,4,4.44,66,2,Exercise,17,Weekend,Connect socially
7.1,3,1,3,5.48,11,4,Phone,13,Weekday,Stay active
8.1,3,3,1,4.85,124,2,Studying,18,Weekday,Reduce screen time
6.97,2,4,4,4.33,96,5,Phone,20,Weekday,Maintain habits
5.83,3,2,3,4.05,84,4,Working,20,Weekday,Prepare for bed
7.59,4,3,3,4.64,72,4,Phone,10,Weekend,Maintain habits
7.52,2,4,4,3.13,64,3,Studying,15,Weekday,Connect socially
7.84,3,3,3,4.05,27,1,Phone,7,Weekday,Stay active
5.09,3,3,2,2.51,1,4,Studying,18,Weekday,Stay active
8.03,3,3,4,2.7,24,3,Relaxing,12,Weekday,Stay active
8.62,4,2,3,2.98,38,2,Studying,22,Weekend,Take a short break
7.92,3,3,3,3.92,57,4,Studying,18,Weekend,Maintain habits
6.49,4,3,2,4.25,64,3,Exercise,15,Weekday,Take a short break
8.98,3,3,3,2.62,43,3,Exercise,19,Weekday,Take a short break
6.98,3,3,3,4.71,114,2,Exercise,11,Weekday,Maintain habits
7.51,5,3,2,2.46,32,2,Phone,9,Weekday,Stay active
7.65,4,1,3,4.16,31,3,Studying,9,Weekday,Take a short break
8.12,3,3,3,3.08,36,1,Relaxing,17,Weekday,Reduce screen time
7.35,2,4,4,3.86,91,3,Exercise,21,Weekday,Reduce screen time
8.01,2,2,3,5.39,7,1,Phone,12,Weekend,Maintain habits
7.29,5,3,3,3.95,87,3,Exercise,19,Weekday,Take a short break
6.48,3,3,3,5.85,7,3,Studying,7,Weekend,Take a short break
6.29,2,3,3,3.31,196,3,Relaxing,14,Weekend,Connect socially
8.14,3,4,3,3.07,108,4,Studying,18,Weekday,Maintain habits
7.38,3,3,3,2.93,16,3,Studying,20,Weekday,Maintain habits
7.96,4,4,2,4.78,11,2,Phone,22,Weekend,Stay active
8.39,3,5,4,4.84,114,3,Phone,18,Weekday,Take a short break
7.16,2,5,4,2.82,79,3,Relaxing,16,Weekday,Maintain habits
8.29,1,3,4,0.57,31,3,Working,8,Weekday,Stay active
6.92,3,4,2,5.26,30,4,Studying,13,Weekend,Connect socially
9.91,1,5,4,3.24,28,3,Working,22,Weekend,Stay active
10.33,1,3,4,3.56,38,3,Studying,17,Weekend,Maintain habits
8.42,4,2,3,2.74,39,4,Phone,14,Weekday,Maintain habits
8.67,2,3,3,3.77,1,2,Phone,12,Weekday,Maintain habits
7.93,3,2,3,3.02,30,4,Studying,9,Weekend,Stay active
9.08,3,5,3,3.56,21,5,Studying,19,Weekend,Stay active
6.99,3,3,3,0.58,46,4,Exercise,15,Weekday,Take a short break
9.3,3,4,4,3.96,147,3,Exercise,22,Weekend,Connect socially
6.34,4,3,2,5.48,96,1,Studying,16,Weekend,Connect socially
6.29,4,2,3,5.65,15,3,Phone,20,Weekday,Connect socially
8.8,4,2,4,4.01,47,1,Relaxing,10,Weekday,Stay active
6.76,4,2,2,4.73,102,3,Phone,10,Weekday,Reduce screen time
8.03,2,3,3,5.25,32,3,Studying,13,Weekend,Take a short break
5.45,3,3,3,1.35,78,3,Exercise,11,Weekday,Prepare for bed
7.73,3,3,3,6.19,106,4,Exercise,23,Weekday,Prepare for bed
6.36,1,4,4,4.32,44,2,Exercise,20,Weekday,Prepare for bed
6.94,5,3,2,6.36,82,3,Phone,14,Weekend,Take a short break
7.24,2,3,3,2.95,36,3,Studying,16,Weekend,Take a short break
7.17,3,3,4,2.62,61,4,Relaxing,17,Weekend,Reduce screen time
7.28,4,2,2,4.57,33,3,Phone,17,Weekday,Connect socially
7.15,3,2,3,2.92,14,2,Relaxing,9,Weekday,Connect socially
5.94,4,4,2,3.15,24,5,Studying,14,Weekday,Take a short break
8.07,4,2,2,3.15,31,1,Exercise,9,Weekday,Prepare for bed
6.61,4,3,2,3.71,107,4,Studying,21,Weekday,Take a short break
7.99,2,3,4,4.42,15,3,Phone,15,Weekend,Prepare for bed
8.7,3,3,4,4.57,65,3,Exercise,19,Weekday,Connect socially
6.52,2,3,3,4.83,81,5,Relaxing,21,Weekday,Reduce screen time
8.29,2,4,2,4.05,66,3,Studying,13,Weekday,Stay active
7.15,2,4,3,6.12,59,4,Exercise,9,Weekend,Maintain habits
8.09,4,4,3,3.89,22,4,Working,14,Weekday,Maintain habits
6.02,3,3,2,5.85,75,4,Working,18,Weekday,Maintain habits
7.68,4,3,3,4.4,31,3,Studying,16,Weekday,Reduce screen time
5.72,3,3,3,2.87,92,1,Relaxing,8,Weekday,Connect socially
6.86,4,1,3,4.02,47,5,Working,8,Weekday,Take a short break
6.5,2,4,4,2.41,24,3,Working,18,Weekday,Reduce screen time
8.26,3,5,4,4.51,125,5,Exercise,19,Weekend,Prepare for bed
7.44,3,4,3,4.45,2,4,Phone,9,Weekday,Stay active
7.57,3,3,4,5.89,24,4,Relaxing,20,Weekday,Prepare for bed
7.88,3,3,3,2.7,56,4,Relaxing,14,Weekday,Connect socially
7.15,4,3,3,4.31,46,5,Phone,8,Weekday,Maintain habits
9.01,1,4,4,2.3,47,4,Relaxing,14,Weekday,Stay active
6.16,3,3,3,5.2,40,3,Relaxing,19,Weekday,Connect socially
7.64,4,2,3,6.19,49,3,Studying,18,Weekend,Take a short break
8.03,3,2,2,5.79,18,3,Phone,16,Weekend,Maintain habits
8.46,3,3,4,4.26,54,2,Phone,13,Weekend,Reduce screen time
7.68,2,4,3,3.57,24,2,Phone,15,Weekday,Connect socially
7.81,3,4,3,5.23,72,2,Studying,15,Weekend,Reduce screen time
7.98,4,2,2,2.62,53,1,Working,15,Weekend,Connect socially
7.5,5,2,2,5.83,114,3,Working,16,Weekday,Reduce screen time
7.72,3,3,3,4.75,173,4,Studying,16,Weekday,Maintain habits
7.37,4,2,4,4.07,62,1,Studying,9,Weekday,Connect socially
7.88,4,3,4,4.71,39,4,Relaxing,13,Weekend,Take a short break
6.9,3,3,3,5.55,38,5,Exercise,10,Weekday,Reduce screen time
7.8,4,4,1,1.91,43,3,Relaxing,17,Weekday,Maintain habits
8.19,3,2,3,4.71,13,3,Relaxing,15,Weekday,Take a short break
5.71,3,3,2,2.46,18,3,Studying,18,Weekday,Prepare for bed
8.97,2,3,4,2.81,74,4,Exercise,9,Weekend,Maintain habits
7.45,4,3,3,5.27,61,3,Exercise,14,Weekday,Prepare for bed
7.86,4,3,3,4.33,55,3,Exercise,11,Weekend,Prepare for bed
8.87,2,4,3,3.25,33,5,Working,9,Weekend,Maintain habits
8.49,3,3,3,5.12,8,3,Studying,19,Weekday,Take a short break
7.36,2,4,1,3.87,60,5,Studying,10,Weekend,Maintain habits
9.08,3,3,2,5.86,14,3,Studying,11,Weekend,Take a short break
7.53,4,3,3,2.17,54,2,Studying,14,Weekday,Connect socially
6.26,3,2,3,3.43,32,4,Studying,13,Weekday,Stay active
7.18,4,3,2,5.08,97,4,Exercise,21,Weekend,Take a short break
8.18,3,3,3,4.18,0,1,Studying,23,Weekday,Connect socially
7.4,4,3,4,0.81,81,2,Studying,15,Weekday,Maintain habits
5.62,5,3,3,0.8,84,3,Relaxing,11,Weekday,Stay active
8.83,3,4,3,3.84,59,5,Studying,16,Weekday,Maintain habits
8.41,4,4,4,8.1,0,5,Phone,16,Weekday,Connect socially
8.09,3,3,3,3.35,51,4,Relaxing,16,Weekday,Reduce screen time
7.1,4,4,4,3.8,165,4,Studying,7,Weekday,Maintain habits
8.29,4,3,3,6.85,47,2,Phone,10,Weekday,Connect socially
6.41,4,3,3,4.53,51,3,Studying,10,Weekend,Take a short break
5.95,4,2,1,3.41,48,4,Phone,14,Weekday,Take a short break
7.77,4,3,3,3.54,43,2,Studying,17,Weekend,Stay active
7.8,3,3,3,4.09,76,2,Studying,21,Weekend,Maintain habits
7.44,4,2,3,5.64,47,3,Exercise,12,Weekday,Reduce screen time
4.96,4,2,2,7.53,82,5,Phone,19,Weekday,Prepare for bed
7.45,4,4,3,5.86,22,5,Studying,12,Weekday,Maintain habits
5.66,4,3,3,7.03,18,3,Studying,7,Weekend,Take a short break
7.8,3,4,3,5.58,8,3,Relaxing,18,Weekday,Maintain habits
5.12,3,3,3,4.25,79,3,Studying,11,Weekday,Stay active
8.54,3,4,3,3.59,53,1,Relaxing,21,Weekday,Take a short break
7.8,3,3,3,5.39,92,3,Exercise,22,Weekday,Prepare for bed
8.39,2,4,4,2.07,77,3,Studying,9,Weekend,Reduce screen time
7.95,5,3,2,5.23,0,2,Relaxing,11,Weekend,Connect socially
8.18,4,4,3,3.68,47,4,Phone,11,Weekday,Maintain habits
8.51,3,3,3,4.41,9,3,Relaxing,21,Weekday,Maintain habits
5.77,4,3,2,2.44,22,4,Relaxing,9,Weekday,Maintain habits
5.43,5,3,2,7.53,77,3,Working,19,Weekday,Take a short break
8.32,3,4,3,1.9,114,3,Studying,13,Weekday,Maintain habits
6.73,2,4,3,2.93,62,3,Studying,17,Weekday,Maintain habits
7.63,3,3,3,5.77,14,5,Phone,11,Weekend,Stay active
7.93,3,4,3,4.93,13,3,Studying,20,Weekday,Stay active
9.33,2,3,4,4.45,52,3,Working,18,Weekend,Stay active
8.02,4,2,4,3.1,64,4,Studying,7,Weekday,Connect socially
8.58,3,3,3,3.99,5,4,Studying,12,Weekday,Stay active
7.73,3,2,3,2.63,31,5,Studying,16,Weekday,Take a short break
6.54,3,3,3,4.41,58,4,Relaxing,17,Weekday,Connect socially
8.24,2,3,3,4.24,32,3,Studying,20,Weekday,Connect socially
5.87,3,3,1,3.68,31,2,Working,15,Weekend,Take a short break
9.22,2,3,3,4.37,77,3,Exercise,22,Weekend,Maintain habits
7.4,3,2,3,3.9,72,2,Phone,11,Weekend,Connect socially
8.21,3,4,3,4.54,14,5,Phone,20,Weekday,Stay active
7.03,4,3,3,3.14,32,5,Exercise,21,Weekday,Maintain habits
5.82,4,2,2,4.08,17,3,Relaxing,18,Weekday,Connect socially
8.4,4,2,3,1.6,27,1,Studying,23,Weekend,Connect socially
8.39,3,3,3,5.91,36,3,Phone,15,Weekend,Reduce screen time
6.55,3,2,2,3.43,62,3,Studying,18,Weekday,Prepare for bed
8.72,3,4,3,2.14,13,3,Relaxing,6,Weekend,Maintain habits
7.63,3,4,3,4.16,96,4,Studying,13,Weekday,Maintain habits
6.86,1,5,3,1.92,30,5,Relaxing,17,Weekday,Maintain habits
7.82,4,2,3,1.89,42,1,Studying,21,Weekday,Connect socially
7.41,4,4,4,3.83,152,5,Studying,22,Weekday,Take a short break
7.48,3,3,2,3.25,8,5,Phone,17,Weekend,Maintain habits
8.16,3,3,3,4.68,29,4,Studying,20,Weekend,Stay active
7.03,3,4,3,4.14,101,3,Exercise,20,Weekday,Maintain habits
6.73,4,3,2,3.9,74,3,Phone,19,Weekday,Prepare for bed
6.0,3,3,2,7.04,20,3,Working,9,Weekday,Take a short break
7.71,4,3,3,4.52,20,4,Studying,16,Weekday,Stay active
6.69,4,2,2,5.43,14,3,Studying,16,Weekday,Take a short break
7.84,3,3,1,4.49,6,3,Phone,19,Weekday,Reduce screen time
7.41,2,4,4,1.87,28,5,Studying,17,Weekday,Maintain habits
7.48,4,3,3,5.53,32,1,Exercise,20,Weekday,Prepare for bed
8.35,2,5,3,4.77,40,2,Phone,22,Weekday,Prepare for bed
7.87,3,2,2,3.61,64,1,Phone,17,Weekend,Connect socially
6.76,3,3,2,5.58,1,3,Phone,20,Weekday,Reduce screen time
7.5,4,3,3,4.69,81,3,Working,17,Weekday,Take a short break
7.93,4,2,3,7.51,51,1,Phone,18,Weekday,Take a short break
8.05,3,3,2,1.66,71,3,Exercise,16,Weekday,Maintain habits
6.95,2,2,3,3.72,22,2,Relaxing,22,Weekday,Maintain habits
9.94,2,3,3,5.84,22,4,Working,20,Weekday,Maintain habits
6.79,4,2,3,4.6,59,4,Phone,19,Weekend,Connect socially
7.59,4,3,4,8.11,16,2,Studying,14,Weekend,Take a short break
7.3,3,3,2,3.04,90,4,Relaxing,16,Weekday,Reduce screen time
8.13,3,3,4,1.24,38,3,Studying,20,Weekday,Maintain habits
8.53,2,3,4,1.9,79,3,Relaxing,22,Weekend,Prepare for bed
9.19,3,3,4,6.5,15,3,Relaxing,23,Weekday,Stay active
8.34,3,3,3,4.17,71,4,Exercise,19,Weekday,Maintain habits
7.37,3,4,3,5.66,15,4,Studying,19,Weekday,Reduce screen time
8.57,3,2,2,3.27,29,3,Relaxing,9,Weekday,Connect socially
7.31,3,2,3,3.7,12,2,Phone,19,Weekday,Connect socially
6.2,4,2,3,3.26,74,3,Working,14,Weekday,Prepare for bed
9.1,2,3,4,0.73,51,4,Working,21,Weekday,Maintain habits
7.36,2,4,3,0.49,113,3,Studying,6,Weekday,Maintain habits
6.34,4,2,2,6.77,33,5,Phone,22,Weekday,Reduce screen time
9.9,2,5,4,3.16,25,3,Studying,16,Weekend,Take a short break
7.97,2,4,4,3.62,99,3,Phone,10,Weekday,Maintain habits
8.02,2,5,5,2.0,240,3,Studying,17,Weekday,Maintain habits
5.82,3,4,2,6.92,78,2,Phone,18,Weekday,Maintain habits
8.86,3,2,4,2.31,97,3,Studying,19,Weekday,Connect socially
5.87,5,2,2,5.38,17,3,Studying,18,Weekday,Take a short break
9.17,3,3,4,3.74,27,2,Phone,17,Weekday,Stay active
6.67,3,3,2,5.65,80,3,Working,9,Weekday,Take a short break
6.06,3,2,2,5.17,47,3,Studying,20,Weekday,Stay active
9.5,3,4,3,2.34,57,3,Working,23,Weekend,Take a short break
5.88,3,4,3,3.66,54,4,Exercise,19,Weekend,Take a short break
7.89,3,3,2,2.1,69,4,Exercise,7,Weekday,Connect socially
6.65,3,3,3,4.04,54,2,Studying,19,Weekday,Prepare for bed
9.54,3,3,3,4.21,19,3,Studying,13,Weekend,Reduce screen time
6.86,3,4,2,4.29,149,5,Studying,22,Weekday,Maintain habits
8.16,3,4,3,4.79,48,5,Studying,8,Weekend,Reduce screen time
5.48,5,3,1,3.31,61,5,Studying,9,Weekday,Connect socially
7.53,3,3,4,3.65,77,3,Phone,11,Weekday,Maintain habits
9.44,2,4,4,3.87,66,3,Exercise,19,Weekend,Connect socially
9.51,2,3,3,3.94,15,3,Phone,18,Weekday,Maintain habits
8.91,2,4,4,2.73,28,4,Studying,19,Weekday,Maintain habits
9.26,2,3,4,6.16,76,1,Phone,14,Weekday,Take a short break
7.57,4,3,2,6.3,28,2,Phone,21,Weekday,Maintain habits
7.83,2,5,3,5.29,129,3,Phone,15,Weekend,Maintain habits
7.4,2,5,3,4.83,23,4,Studying,10,Weekend,Reduce screen time
6.17,3,3,3,3.2,145,3,Working,19,Weekday,Take a short break
7.96,4,2,3,3.09,82,2,Exercise,17,Weekday,Take a short break
7.91,4,2,3,3.46,37,2,Relaxing,17,Weekday,Connect socially
7.65,3,4,3,1.98,18,5,Relaxing,15,Weekday,Reduce screen time
8.22,3,3,3,3.74,9,4,Working,19,Weekday,Stay active
6.17,3,3,3,5.5,42,3,Phone,7,Weekday,Connect socially
7.73,3,3,2,4.85,30,2,Relaxing,16,Weekend,Take a short break
8.39,3,3,4,1.06,23,4,Studying,15,Weekday,Maintain habits
5.92,4,3,1,5.31,34,3,Relaxing,19,Weekday,Take a short break
6.63,4,2,2,5.16,43,1,Phone,12,Weekday,Connect socially
8.28,3,3,3,1.42,102,3,Studying,12,Weekday,Connect socially
6.41,3,4,3,3.46,80,4,Studying,13,Weekday,Take a short break
7.29,3,4,3,2.67,74,4,Studying,16,Weekday,Prepare for bed
5.89,3,2,2,4.17,52,3,Relaxing,11,Weekday,Stay active
7.1,4,3,2,1.56,10,3,Relaxing,18,Weekend,Take a short break
10.02,3,4,4,4.64,84,4,Exercise,14,Weekday,Maintain habits
6.45,4,3,3,3.13,56,3,Relaxing,15,Weekday,Prepare for bed
8.42,5,3,4,4.27,66,3,Relaxing,17,Weekend,Stay active
7.76,1,3,4,2.5,51,5,Relaxing,14,Weekday,Maintain habits
7.29,5,2,2,3.18,93,3,Relaxing,18,Weekend,Take a short break
7.88,3,3,3,3.0,15,3,Relaxing,18,Weekday,Stay active
4.85,5,2,1,5.54,19,3,Phone,19,Weekday,Stay active
9.32,3,3,3,4.7,62,2,Exercise,16,Weekday,Connect socially
6.7,5,2,1,4.99,57,3,Studying,14,Weekday,Take a short break
6.69,5,4,2,6.28,10,3,Phone,11,Weekend,Stay active
6.39,4,2,1,4.79,33,1,Studying,15,Weekday,Reduce screen time
6.43,2,3,3,4.18,34,2,Relaxing,21,Weekend,Prepare for bed
7.69,3,4,3,6.11,7,5,Relaxing,9,Weekend,Stay active
8.39,3,2,4,4.17,21,4,Phone,11,Weekend,Take a short break
7.23,3,2,3,3.15,80,1,Studying,18,Weekend,Connect socially
6.97,5,2,4,4.75,74,3,Relaxing,17,Weekday,Maintain habits
8.87,2,4,4,2.73,73,3,Relaxing,21,Weekday,Maintain habits
7.48,4,3,3,3.3,146,3,Phone,7,Weekend,Connect socially
8.0,3,3,2,4.91,50,2,Relaxing,21,Weekday,Reduce screen time
5.37,3,2,1,5.8,0,5,Relaxing,19,Weekday,Prepare for bed
7.85,3,4,3,3.89,38,3,Phone,19,Weekday,Maintain habits
7.25,3,4,3,3.15,72,4,Studying,15,Weekday,Connect socially
7.86,2,1,4,4.57,34,4,Studying,13,Weekend,Take a short break
5.65,3,2,1,3.59,13,5,Relaxing,6,Weekday,Stay active
7.66,3,3,4,4.42,77,2,Exercise,19,Weekday,Stay active
8.11,3,3,4,3.22,96,3,Exercise,10,Weekend,Take a short break
7.98,3,3,4,4.88,40,3,Relaxing,12,Weekday,Connect socially
9.34,2,4,3,6.57,91,3,Studying,13,Weekend,Maintain habits
5.83,4,3,2,5.83,30,5,Phone,21,Weekday,Prepare for bed
7.48,3,2,3,2.24,37,3,Working,13,Weekday,Take a short break
6.62,3,3,3,5.15,20,4,Studying,15,Weekday,Stay active
9.26,3,3,3,2.61,59,3,Relaxing,19,Weekday,Stay active
7.14,2,3,4,3.06,78,3,Exercise,21,Weekday,Maintain habits
8.62,3,4,3,2.83,23,3,Phone,19,Weekday,Prepare for bed
6.55,4,2,2,4.62,121,3,Studying,17,Weekday,Take a short break
7.07,3,3,3,2.99,133,4,Working,6,Weekday,Stay active
5.56,4,1,3,4.01,30,1,Studying,10,Weekday,Connect socially
8.18,3,3,4,4.96,97,3,Phone,12,Weekday,Take a short break
6.08,3,3,2,2.4,75,4,Working,15,Weekend,Take a short break
7.9,3,4,3,3.79,88,2,Phone,14,Weekend,Connect socially
8.22,3,3,3,4.56,13,3,Studying,16,Weekday,Maintain habits
7.59,3,3,4,4.31,50,3,Exercise,15,Weekday,Connect socially
5.13,4,2,1,4.08,29,1,Studying,19,Weekday,Take a short break
6.99,3,3,2,4.79,72,1,Phone,8,Weekday,Maintain habits
9.2,3,3,4,1.99,35,3,Relaxing,23,Weekend,Prepare for bed
8.48,3,4,3,4.29,62,3,Phone,20,Weekend,Prepare for bed
7.09,4,2,3,5.7,100,4,Phone,14,Weekday,Reduce screen time
6.27,3,3,4,3.99,47,3,Exercise,15,Weekday,Reduce screen time
8.35,3,2,4,6.09,19,3,Relaxing,22,Weekend,Maintain habits
6.89,3,3,4,4.61,57,3,Studying,22,Weekday,Prepare for bed
6.38,3,3,3,4.15,54,3,Relaxing,15,Weekday,Maintain habits
7.1,3,3,3,6.53,17,1,Studying,8,Weekday,Connect socially
8.61,4,4,2,3.25,71,1,Exercise,23,Weekend,Prepare for bed
6.66,3,4,3,4.91,60,3,Working,18,Weekday,Maintain habits
7.32,3,5,4,1.8,95,3,Relaxing,18,Weekday,Connect socially
7.04,3,2,3,4.97,0,1,Phone,13,Weekday,Connect socially
6.09,4,1,2,3.32,38,3,Phone,20,Weekday,Take a short break
7.57,3,3,3,3.76,23,5,Phone,17,Weekend,Prepare for bed
7.97,2,3,3,3.59,35,2,Working,16,Weekend,Take a short break
7.49,3,3,2,4.28,61,4,Working,19,Weekday,Maintain habits
8.5,3,4,3,3.61,41,3,Studying,14,Weekday,Maintain habits
8.13,4,3,2,6.29,72,4,Phone,15,Weekend,Reduce screen time
6.82,3,3,1,1.31,47,3,Studying,18,Weekend,Prepare for bed
8.0,3,4,3,6.07,64,5,Phone,18,Weekday,Reduce screen time
6.71,4,2,2,2.34,77,3,Exercise,23,Weekday,Maintain habits
6.39,4,2,3,2.48,11,3,Relaxing,17,Weekday,Maintain habits
9.65,1,3,3,4.75,113,4,Working,14,Weekend,Stay active
7.69,2,4,4,3.65,46,4,Exercise,13,Weekday,Maintain habits
7.14,3,2,3,3.61,0,3,Working,17,Weekday,Connect socially
7.34,4,4,3,5.92,38,4,Studying,9,Weekend,Stay active
8.29,2,3,3,4.72,24,4,Working,17,Weekday,Stay active
9.44,4,2,3,5.65,55,4,Phone,15,Weekend,Maintain habits
8.45,2,4,4,2.68,48,4,Phone,14,Weekday,Reduce screen time
8.31,3,4,5,3.15,91,4,Working,11,Weekday,Maintain habits
8.35,3,3,3,5.6,54,5,Phone,16,Weekend,Reduce screen time
6.31,2,3,4,2.51,42,5,Relaxing,7,Weekend,Prepare for bed
7.46,4,2,3,5.2,55,1,Phone,17,Weekend,Take a short break
8.5,1,4,4,2.79,30,5,Studying,13,Weekend,Stay active
6.87,2,3,2,4.54,14,4,Studying,21,Weekday,Reduce screen time
6.55,3,3,2,5.67,16,3,Phone,17,Weekday,Reduce screen time
7.11,2,3,2,5.53,7,3,Phone,19,Weekday,Reduce screen time
6.66,3,2,3,4.12,43,3,Studying,20,Weekend,Take a short break
5.43,3,2,2,4.28,42,3,Phone,21,Weekday,Prepare for bed
7.72,3,3,3,6.11,39,3,Phone,21,Weekend,Stay active
8.43,3,2,3,4.33,14,5,Phone,12,Weekend,Prepare for bed
8.02,4,3,2,5.73,26,3,Studying,13,Weekend,Stay active
9.93,3,3,4,5.67,92,2,Relaxing,19,Weekend,Stay active
8.28,2,4,4,2.74,43,4,Relaxing,17,Weekday,Maintain habits
7.81,3,3,3,5.17,46,4,Studying,17,Weekday,Take a short break
8.87,3,4,3,5.1,36,4,Relaxing,18,Weekend,Maintain habits
5.13,3,3,3,2.36,83,3,Exercise,9,Weekday,Prepare for bed
5.51,3,2,2,2.79,46,3,Studying,10,Weekday,Stay active
8.31,1,4,4,2.52,108,4,Exercise,18,Weekend,Maintain habits
8.79,3,3,3,2.49,90,2,Relaxing,18,Weekday,Stay active
5.54,3,3,3,6.41,30,3,Phone,20,Weekday,Reduce screen time
5.6,3,2,2,6.24,78,2,Studying,18,Weekday,Reduce screen time
8.12,3,3,5,0.23,41,3,Exercise,11,Weekday,Maintain habits
7.91,3,4,2,5.67,78,4,Phone,8,Weekend,Reduce screen time
7.53,2,4,4,5.83,74,4,Phone,15,Weekday,Stay active
6.83,3,2,2,6.09,44,3,Phone,14,Weekday,Reduce screen time
6.4,3,3,2,6.77,76,5,Phone,19,Weekday,Prepare for bed
7.37,3,4,3,3.97,10,5,Phone,18,Weekend,Reduce screen time
