sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
7.98,2,4,4,3.45,15,Relaxing,Medium,Weekend,Stay active,0.33708061980423987,0.2740828789831247,0.06299774082111514,1.5919358043630365,0.8884762892024181,0.21808943964620492,Low,0.002620440952147965,True
5.26,4,2,1,4.6,9,Working,Medium,Weekday,Take a short break,0.7622726855428833,0.09948304690797623,0.662789638634907,0.8446938650640639,0.4714326222748994,0.7987361840393176,High,0.0038749396279201035,True
6.4,3,3,3,5.19,14,Relaxing,High,Weekday,Take a short break,0.28589411442086693,0.2683362669314956,0.017557847489371337,1.6526934665349906,0.9223857861049964,0.15646568751095075,Low,0.002214066044870143,True
7.77,2,3,4,2.85,22,Relaxing,Medium,Weekday,Prepare for bed,0.4533160246824648,0.17264072500904318,0.28067529967342164,1.473962947700601,0.8226343842545057,0.4359380440276031,Moderate,0.0021215897417133944,True
8.7,3,4,3,5.5,8,Studying,Medium,Weekday,Take a short break,0.38184523847491036,0.19436949601163783,0.18747574246327253,1.6169212213220938,0.9024209159160818,0.3225791938547841,Low,0.0010883135959591482,True
5.53,4,2,2,5.48,12,Studying,Medium,Weekday,Take a short break,0.7078568666522649,0.1319427861812215,0.5759140804710434,0.9831030988348239,0.5486802864551763,0.758799532702484,High,0.00142343673782111,True
8.28,1,3,4,2.63,11,Studying,High,Weekday,Stay active,0.3384309825343511,0.3042143101845093,0.034216672349841826,1.5684555708739196,0.8753717213782375,0.2011712685096998,Low,0.006137988382388567,True
5.28,4,3,3,4.42,12,Working,Medium,Weekday,Take a short break,0.5597183936900729,0.1562101743129163,0.40350821937715664,1.3032824692870286,0.7273757955070402,0.5888538716231345,High,0.0020333667650736906,True
8.72,4,3,3,5.18,22,Studying,Low,Weekday,Connect socially,0.4641753786090116,0.31684065330973055,0.14733472529928104,1.3181805748851279,0.7356905865568221,0.3648751107721875,Low,0.001228920020490288,True
7.0,3,3,4,5.76,19,Studying,High,Weekday,Prepare for bed,0.3008320534420677,0.22297574862180258,0.07785630482026512,1.6588438139575072,0.925818360358485,0.20471016535141903,Low,0.0024278574065509997,True
6.5,2,3,3,2.73,21,Studying,Medium,Weekday,Prepare for bed,0.5988538582459968,0.11696761391777295,0.48188624432822386,1.267290055323768,0.707288046798913,0.6653469978806726,High,0.0038433188327267665,True
8.32,4,3,4,3.63,20,Working,Low,Weekend,Connect socially,0.5893422679814138,0.20458884757715823,0.38475342040425553,1.2185346697037813,0.6800771479827945,0.5985159852780562,High,0.002167028371190592,True
6.24,2,4,3,5.69,18,Relaxing,Medium,Weekday,Prepare for bed,0.39421875081862956,0.18513369729180587,0.2090850535268237,1.6191425132171682,0.9036606425273949,0.3430258468316809,Low,0.0036942237871117195,True
7.79,4,2,3,3.92,17,Phone,High,Weekday,Take a short break,0.5550458582748112,0.11246548675594731,0.4425803715188639,1.3879792648326683,0.7746459771359001,0.6046477008596898,High,0.00424946342237686,True
7.12,2,3,3,4.93,16,Working,Medium,Weekday,Connect socially,0.22368946737007445,0.21227550560097688,0.011413961769097564,1.7389508041581232,0.9705269228504855,0.11454464898480471,Low,0.002492569112263016,True
3.5,3,3,3,4.7,18,Exercise,Medium,Weekday,Prepare for bed,0.4661341407317791,0.21059521191306732,0.25553892881871176,1.4239491304176561,0.7947211413545018,0.4296933852314984,Moderate,0.004448923280422791,True
6.4,3,4,3,4.09,18,Studying,Medium,Weekday,Prepare for bed,0.30747804255516864,0.30464815065272616,0.002829891902442483,1.5954722774950774,0.8904500324379231,0.162256036993951,Low,0.0019151687355350988,True
7.45,2,3,4,2.47,17,Phone,High,Weekday,Stay active,0.31238174587839407,0.22303726698477655,0.08934447889361752,1.66589185433895,0.9297519465917305,0.21716253155246348,Low,0.004354246341292288,True
8.37,3,3,4,5.27,16,Relaxing,Low,Weekday,Connect socially,0.6901632492933587,0.10613716193485155,0.5840260873585071,1.09258370936704,0.6097825785945246,0.7386169464631065,High,0.0008417196749377862,True
7.6,3,2,2,4.49,18,Phone,Medium,Weekday,Take a short break,0.382906367496583,0.27054747402193013,0.11235889347465289,1.532998811724381,0.8555829273138118,0.279842505342957,Low,0.0014997656903305452,True
8.35,2,5,3,3.1,10,Relaxing,High,Weekday,Stay active,0.3339980630238344,0.3121004474013932,0.02189761562244119,1.5539856922987099,0.8672959283805067,0.19216827362033298,Low,0.004229803022632802,True
6.31,3,2,2,4.93,17,Studying,Low,Weekday,Connect socially,0.6012452769074369,0.2588815318571375,0.3423637450502994,1.0836721181208058,0.6048089248205202,0.5892532111794522,High,0.0013006455906385396,True
8.01,2,3,3,3.84,16,Exercise,Medium,Weekday,Connect socially,0.3307027425686506,0.2037456002769261,0.12695714229172453,1.6430661103051736,0.9170126562875411,0.25428370250259175,Low,0.0016502867653398166,True
8.03,3,3,3,4.03,17,Relaxing,High,Weekday,Take a short break,0.3403038256088415,0.2227872997779535,0.11751652583088798,1.6489753907561848,0.9203106885025221,0.25133615190509584,Low,0.0018192848209176808,True
5.54,4,2,3,4.26,16,Relaxing,Low,Weekday,Connect socially,0.7069213656523924,0.16690561365057333,0.5400157520018191,0.9346972516329204,0.5216644687445781,0.763781720794661,High,0.003662144051743315,True
8.4,3,2,2,3.35,19,Working,Low,Weekday,Connect socially,0.6188663804461928,0.2732988132959974,0.3455675671501954,1.0245956915826393,0.5718377433908953,0.6060196195277445,High,0.005384489693779047,True
7.59,3,4,3,4.66,19,Phone,Medium,Weekday,Prepare for bed,0.24590143086252708,0.18203565434149016,0.06386577652103692,1.751288259860096,0.9774125879823617,0.15987916985639067,Low,0.0028734783163270098,True
6.95,2,3,4,6.15,14,Phone,Medium,Weekday,Reduce screen time,0.34184335204057925,0.1924638546640811,0.14937949737649814,1.6449509799072257,0.9180646220421099,0.2747822321733874,Low,0.003255311470922454,True
6.94,2,3,4,4.23,14,Phone,Medium,Weekday,Stay active,0.24071869291744646,0.23268446411491353,0.008034228802532933,1.7238428952449223,0.9620950383410597,0.12152836430641202,Low,0.0017159359954821776,True
6.16,4,3,3,3.43,6,Working,High,Weekday,Take a short break,0.6501530292399709,0.150111966580422,0.5000410626595488,1.1333980251719677,0.6325614819606732,0.7160565667658523,High,0.0025682180385194677,True
7.91,3,3,3,3.98,9,Relaxing,Low,Weekday,Connect socially,0.6743738840966385,0.12273368005347443,0.551640204043164,1.1098346419430987,0.619410507383142,0.7295861463668588,High,0.0016108811201440895,True
7.57,3,3,2,6.05,12,Phone,Low,Weekday,Connect socially,0.5369280821353318,0.18989289246794688,0.34703518966738495,1.3335110176761065,0.7442466695882032,0.5356929358104282,Moderate,0.0021127084099167026,True
7.86,2,4,3,3.01,19,Exercise,High,Weekday,Prepare for bed,0.37451333045728213,0.29184531865939567,0.08266801179788646,1.5274672230537978,0.8524956888950489,0.2558994691852877,Low,0.0036259870159531062,True
8.03,4,3,2,3.45,20,Studying,Medium,Weekend,Take a short break,0.7179449401581863,0.11351787530878232,0.604427064849404,0.9727467680423164,0.542900308187798,0.7644951614336243,High,0.0020617095563680975,True
8.17,3,3,3,5.14,12,Phone,Medium,Weekend,Take a short break,0.24803042936016878,0.23240212461505338,0.015628304745115396,1.701491661324054,0.9496205771732904,0.13262939109899866,Low,0.002294532034661151,True
7.64,3,2,4,3.46,21,Relaxing,High,Weekend,Prepare for bed,0.4165107754260228,0.1783761899196145,0.2381345855064083,1.5581746575419824,0.8696338343970309,0.38019729191678986,Moderate,0.0034972887998160527,True
8.38,3,3,3,3.74,14,Working,Low,Weekday,Connect socially,0.6152835967343392,0.2091437775740642,0.406139819160275,1.1512253997311612,0.6425111291456684,0.6326732661135114,High,0.0017997906588649547,True
7.89,2,2,4,2.61,20,Phone,Medium,Weekday,Connect socially,0.348749562792609,0.22350039299866903,0.12524916979393996,1.6256929054602511,0.9073164860463383,0.26314842490316437,Low,0.0033695540603373014,True
7.43,5,2,4,5.98,16,Relaxing,Medium,Weekday,Connect socially,0.34136884737056655,0.3326283282457773,0.008740519124789237,1.5280354202254456,0.8528128057745219,0.18917178354920303,Low,0.004927933386209623,False
7.11,3,2,5,5.44,19,Phone,Medium,Weekday,Connect socially,0.3103149348021832,0.19683667867310964,0.11347825612907356,1.6675433875562753,0.9306736848304221,0.23294176298524952,Low,0.0029973521000979143,True
5.39,4,3,1,3.45,14,Phone,Low,Weekday,Connect socially,0.410446649039817,0.4100878609867525,0.000358788053064496,1.2288222510374545,0.6858187564466278,0.24778839241573725,Low,0.0035377546143503854,True
5.17,4,3,4,3.69,8,Relaxing,Low,Weekday,Connect socially,0.6423511485692215,0.12074149734628292,0.5216096512229386,1.1619573118386264,0.6485007233360588,0.709357872188938,High,0.0011906546868732531,True
6.86,4,3,3,4.18,12,Studying,Medium,Weekday,Take a short break,0.5930576414642869,0.15425344242532948,0.4388041990389574,1.262306752127038,0.7045068123294911,0.6331375155203012,High,0.002048495904306809,True
8.58,3,3,3,3.79,18,Studying,Low,Weekday,Connect socially,0.609530074988508,0.2080381967876176,0.4014918782008904,1.1722170203441036,0.6542267756782838,0.624487493349795,High,0.0015667203790595413,True
6.51,2,4,3,4.02,21,Phone,Low,Weekday,Prepare for bed,0.48928138269747806,0.26652721322086065,0.22275416947661741,1.3713502750762592,0.7653651612440363,0.4230315085986901,Moderate,0.006177590548911846,True
6.55,3,3,2,7.13,18,Phone,Medium,Weekday,Reduce screen time,0.31519989918864844,0.24078153789890847,0.07441836128973997,1.5786320052935165,0.8810512975682164,0.2177225480240665,Low,0.0030862642410686256,True
6.93,4,3,2,5.69,19,Studying,Medium,Weekend,Take a short break,0.6599442406234473,0.1560727971485013,0.503871443474946,1.1016999012375281,0.6148704221511241,0.7240008238503265,High,0.001146481359193319,True
5.9,2,4,3,2.45,6,Exercise,High,Weekday,Prepare for bed,0.44996951651675254,0.22904513402523327,0.22092438249151927,1.4661199648593668,0.8182571321869538,0.39348192373921137,Moderate,0.00767295542731201,True
6.29,5,3,3,4.82,19,Working,Medium,Weekday,Take a short break,0.571589423849946,0.1931321586419276,0.3784572652080185,1.2588293483593442,0.7025660363339319,0.5816221191113022,High,0.0046572095570157806,True
8.24,2,3,3,3.26,20,Studying,Medium,Weekend,Prepare for bed,0.2394658079885814,0.20853497813707203,0.030930829851509356,1.7001499022726425,0.9488717271884263,0.13963684905323293,Low,0.001322022437045629,True
6.73,3,3,3,2.31,15,Exercise,Low,Weekday,Connect socially,0.6894932030404841,0.12902167106122178,0.5604715319792624,1.025289991426202,0.5722252395116005,0.7458268934658978,High,0.0015118312092070186,True
6.69,3,3,4,2.9,16,Exercise,Low,Weekday,Connect socially,0.7335509248190367,0.10028580633873772,0.633265118480299,0.9576662665304865,0.5344837200403235,0.7732011721605019,High,0.0016291151551237604,True
6.59,3,2,3,5.04,8,Studying,Medium,Weekday,Take a short break,0.38746381258301266,0.28677942587406857,0.10068438670894408,1.5038744908171284,0.8393283343243855,0.27697211949373945,Low,0.0026154352277203683,True
7.5,4,4,3,3.98,11,Phone,Medium,Weekday,Take a short break,0.4101448312195309,0.16553776624599428,0.2446070649735366,1.6076909225714917,0.897269388097128,0.3763362419108389,Low,0.0018850464505340118,True
7.66,5,2,3,5.53,8,Phone,Medium,Weekday,Take a short break,0.4891081652820054,0.25461917772019405,0.23448898756181136,1.3615614961858389,0.7599019397243322,0.43226057772530396,Moderate,0.0040432722360388765,True
5.99,3,3,3,3.01,19,Working,Medium,Weekend,Prepare for bed,0.37361045030917395,0.29681412738782703,0.07679632292134692,1.4851688335088522,0.8288885082040105,0.256104427043269,Low,0.0016075967775568713,True
7.15,3,3,3,5.45,20,Studying,Medium,Weekend,Prepare for bed,0.3422714044774356,0.28607268162316196,0.05619872285427363,1.575634228586611,0.8793782065320646,0.21748559670642464,Low,0.0011880048181270527,True
7.86,3,3,3,3.88,9,Relaxing,Medium,Weekend,Take a short break,0.2842823650472191,0.26738235994008797,0.016900005107131133,1.651006991357642,0.9214445463871033,0.1554681585688197,Low,0.0017755869473786955,True
8.41,3,3,3,4.91,21,Studying,Medium,Weekend,Take a short break,0.33148657120567226,0.2452482439476314,0.08623832725804087,1.6290162405586432,0.9091712746803418,0.22770153118711278,Low,0.0016793593524626847,True
7.38,2,4,4,2.68,20,Working,High,Weekday,Prepare for bed,0.3828960669764747,0.2666420602008424,0.1162540067756323,1.4693040581903312,0.820034208510896,0.289674193180177,Low,0.00387872266751089,True
8.81,5,2,3,8.14,17,Phone,Low,Weekend,Connect socially,0.6221186283042583,0.21297307979880137,0.409145548505457,1.0456488003001942,0.5835877070881015,0.6496377252731158,High,0.0034456477376185353,True
5.77,3,3,2,6.96,23,Studying,Medium,Weekday,Prepare for bed,0.7095363474266747,0.15689498009569244,0.5526413673309822,0.9559434393903876,0.5335221919057235,0.7625869179608589,High,0.0030382116987134693,True
7.69,3,4,3,1.0,21,Relaxing,Low,Weekday,Connect socially,0.41621259351621037,0.2684160409063364,0.14779655260987395,1.460098845753123,0.8148966816300284,0.32777391758320074,Low,0.006566534038714186,True
10.1,3,4,4,5.28,12,Exercise,Low,Weekend,Connect socially,0.6150666144098625,0.14548708356003104,0.4695795308498315,1.2188852340011136,0.6802728016424251,0.6694310877508352,High,0.002783912426239804,True
8.0,4,3,4,4.69,22,Studying,Low,Weekend,Connect socially,0.5261532061295969,0.17611612613221864,0.3500370799973783,1.3409099835442992,0.7483761110647316,0.5321196765435371,Moderate,0.0026929482976931767,True
8.04,2,4,3,4.89,15,Relaxing,Medium,Weekend,Stay active,0.27021859157462147,0.19612915320857263,0.07408943836604884,1.7425409046922722,0.9725305961089813,0.17895485384301757,Low,0.0028917733651157456,True
7.8,4,2,2,4.46,10,Working,Low,Weekday,Connect socially,0.5036793201440036,0.44606606401087945,0.05761325613312418,0.9233459191803515,0.5153291694772832,0.3639191394625319,Low,0.0021042374049489447,True
6.68,2,3,4,5.27,11,Relaxing,High,Weekday,Stay active,0.29741003438439934,0.24410396177476323,0.0533060726096361,1.6768854390638295,0.9358875830505773,0.1839712496896095,Low,0.0034903235920286033,True
6.26,3,4,3,3.63,18,Working,Medium,Weekday,Prepare for bed,0.32283792149697144,0.30100980726607396,0.021828114230897477,1.5734506791295249,0.8781595443764646,0.18492483575997248,Low,0.001666395858256747,True
7.31,3,3,3,3.69,23,Phone,Medium,Weekday,Prepare for bed,0.5772152657125648,0.12311517305506331,0.45410009265750145,1.3283854784615095,0.7413860516857315,0.6293397240937588,High,0.003429765497458623,True
6.21,4,3,2,5.06,15,Phone,Medium,Weekend,Take a short break,0.5431109733825662,0.1457371388392899,0.3973738345432763,1.3594400020554729,0.7587179113060089,0.5708180399412464,Moderate,0.0008778016049374124,True
8.37,4,3,3,3.31,17,Relaxing,High,Weekend,Take a short break,0.5636250236647284,0.16128936752067155,0.40233565614405686,1.3407344739316165,0.7482781572848314,0.5856105884930013,High,0.002603804027844603,True
7.84,3,2,4,3.97,13,Relaxing,Low,Weekday,Connect socially,0.8275122959520342,0.05938794322735453,0.7681243527246797,0.7138243955026948,0.39839298062157436,0.8427019370541006,High,0.0034099841184659883,True
5.57,4,2,2,4.56,20,Working,Low,Weekday,Connect socially,0.4294832642092375,0.3691980896966695,0.060285174512567985,1.1536447461582207,0.6438613920959192,0.30669481263377063,Low,0.0037346004561711163,True
7.42,3,3,3,4.62,9,Phone,Medium,Weekday,Take a short break,0.24393410596221093,0.2308907334209262,0.013043372541284737,1.7314644416712095,0.9663487043923242,0.1256309675834294,Low,0.002349304088910674,True
7.02,4,3,2,4.6,17,Phone,High,Weekday,Take a short break,0.6262362945534601,0.1451597247478561,0.481076569805604,1.2085150366160269,0.6744850842823743,0.683662914556505,High,0.0027584988586574224,True
8.8,3,4,4,4.72,17,Relaxing,Low,Weekday,Connect socially,0.5252477784782854,0.18351240381406103,0.3417353746642244,1.3867092806057173,0.7739371854432863,0.5207888254915283,Moderate,0.002460931545608101,True
9.33,2,3,3,2.68,6,Working,Medium,Weekend,Take a short break,0.24782909765846692,0.2456101790379789,0.0022189186204880085,1.628303983366805,0.9087737563727392,0.1313215857061039,Low,0.003467431485529125,False
8.13,4,3,4,5.12,22,Working,Medium,Weekday,Take a short break,0.3193341410403538,0.2769418992622636,0.0423922417780902,1.6067918517633368,0.8967676071250748,0.1940214112878074,Low,0.0021745100526297614,True
9.22,2,4,4,5.53,23,Phone,High,Weekend,Prepare for bed,0.2920827417869268,0.27407392590006086,0.018008815886865925,1.5778697534319226,0.8806258767041524,0.16791822958409275,Low,0.005576548017882055,True
6.87,3,2,3,3.52,16,Working,Medium,Weekday,Take a short break,0.39450937247282536,0.2926484436151794,0.10186092885764597,1.4703317094541126,0.8206077516016013,0.28471031749280334,Low,0.0021029329683186146,True
8.22,2,4,3,3.16,19,Relaxing,High,Weekend,Stay active,0.2855588356485765,0.24679530075242562,0.038763534896150864,1.6134188575558883,0.9004662094801144,0.17554270857314214,Low,0.002551596127236945,True
6.98,4,2,2,6.05,20,Studying,Medium,Weekday,Take a short break,0.6256815393567955,0.1826201572161981,0.4430613821405974,1.118337394485128,0.6241559839317842,0.6668684634226193,High,0.0032279661420373147,True
6.2,2,2,3,3.31,9,Phone,Low,Weekday,Connect socially,0.7654162436149259,0.08579099331327136,0.6796252503016545,0.9010434901620608,0.5028819468442703,0.7938609202578626,High,0.0029219527513949816,True
7.34,3,4,3,4.55,9,Studying,Medium,Weekday,Take a short break,0.368464425473335,0.1913001200184611,0.1771643054548739,1.641709571605807,0.9162555576240967,0.30657289375659313,Low,0.0012111309903250374,True
7.16,3,3,3,5.31,18,Phone,Medium,Weekday,Reduce screen time,0.20350333985191235,0.2032112734372524,0.00029206641465995276,1.7342451441607896,0.9679006440010364,0.09820082062341526,Low,0.0022738018096073384,True
7.74,2,4,4,4.11,17,Working,Medium,Weekend,Stay active,0.31104064357507055,0.2219451172764948,0.08909552629857576,1.684532182491733,0.940155311816201,0.21430409565454456,Low,0.0010804499718803696,True
7.19,2,3,4,3.87,18,Phone,Low,Weekday,Connect socially,0.6203208267910097,0.11300746138452043,0.5073133654064893,1.2405486502815999,0.6923633844759678,0.6906716951607609,High,0.0035891273755825153,True
7.31,4,2,2,4.46,17,Phone,Low,Weekday,Connect socially,0.6056759603014439,0.29291270774467487,0.312763252556769,1.0219642121182273,0.5703690867382556,0.5774146415777369,Moderate,0.0008436756886118253,True
8.18,3,3,4,6.98,19,Relaxing,Medium,Weekday,Reduce screen time,0.22445089647687497,0.22374434874687985,0.0007065477299951217,1.7395827022897343,0.9708795919126355,0.10732156844306323,Low,0.0019297066132942821,True
6.64,4,3,3,5.35,10,Exercise,Low,Weekday,Connect socially,0.6172753923238239,0.2327479453923138,0.3845274469315101,1.1013531506168137,0.6146768969449401,0.6240077600087897,High,0.0017356446568577467,True
5.91,4,3,2,5.55,11,Relaxing,Low,Weekday,Connect socially,0.47159948437966287,0.34573710788895756,0.1258623764907053,1.2441490854056336,0.6943728255788995,0.3614488663985621,Low,0.0006602579639121567,True
7.96,4,3,3,4.83,12,Working,Medium,Weekday,Take a short break,0.6145337816916927,0.1561414332612107,0.45839234843048204,1.2291387159048301,0.6859953788520403,0.6602157698921911,High,0.001777451334567217,True
8.15,2,4,3,4.27,15,Studying,Medium,Weekday,Stay active,0.25467731674018274,0.20878841057840472,0.045888906161778015,1.7219221228435895,0.9610230348526895,0.15452241987578894,Low,0.002147838088713947,True
7.63,4,3,3,7.25,19,Phone,Medium,Weekday,Reduce screen time,0.32095560373777143,0.28971837401415007,0.031237229723621363,1.5765319229400592,0.8798792192901191,0.19032023863050826,Low,0.0034772406273122264,True
6.75,2,3,3,4.98,20,Studying,Medium,Weekend,Prepare for bed,0.4743437708756974,0.14437088004806573,0.3299728908276317,1.510119490649956,0.8428137350938973,0.4758729734546265,Moderate,0.002916458925570766,True
7.81,4,3,2,8.59,15,Phone,Medium,Weekend,Take a short break,0.46897490686517435,0.30056383754581206,0.16841106931936228,1.336608885850061,0.7459756227357421,0.3797313320657336,Low,0.0017741898495721002,True
8.25,5,2,3,5.95,17,Relaxing,Medium,Weekend,Take a short break,0.5224414620932422,0.26895729416375147,0.2534841679294907,1.2950381152482442,0.722774533908944,0.4679826687108137,Moderate,0.003329593515708385,True
6.83,3,3,3,4.96,13,Relaxing,High,Weekend,Take a short break,0.3047332255297986,0.2306878922198338,0.0740453333099648,1.6631674951861468,0.9282314527980089,0.20331539424578293,Low,0.0029777254057859145,True
7.15,3,4,3,5.33,16,Studying,Medium,Weekend,Take a short break,0.3446284372277602,0.1794914794523089,0.16513695777545132,1.6723271727552675,0.9333435661851183,0.2840099539582843,Low,0.0016460824513595841,True
7.1,3,3,4,4.28,22,Studying,Low,Weekday,Connect socially,0.46950630519989683,0.3239852769306679,0.1455210282692289,1.3050829881517914,0.7283806842187703,0.36746642028465976,Low,0.00256664178604991,True
9.19,3,3,3,6.27,13,Relaxing,Medium,Weekend,Take a short break,0.27024608511755177,0.25204068134836527,0.0182054037691865,1.6646450071561592,0.9290560679293295,0.14854330735546295,Low,0.0017167272658011208,True
7.49,3,3,3,3.5,19,Working,Medium,Weekday,Take a short break,0.3633919597109295,0.21080570243912064,0.15258625727180888,1.5872401526724254,0.8858555960953047,0.29316564274112356,Low,0.002293271898647614,True
6.65,5,2,3,5.0,7,Working,High,Weekday,Take a short break,0.7526259700381557,0.07666215871660734,0.6759638113215484,0.9332258438382501,0.5208432604183822,0.7845130344334936,High,0.004735591514835178,True
7.74,3,3,3,4.36,14,Exercise,Medium,Weekend,Take a short break,0.32771419964087983,0.30616925972673303,0.0215449399141468,1.5755388273871214,0.8793249621088437,0.18668785535652993,Low,0.0017350778334752407,True
6.55,3,3,3,4.63,18,Phone,Medium,Weekday,Prepare for bed,0.27897939714350667,0.19905547471456497,0.0799239224289417,1.7043440261401719,0.9512125122879667,0.19124497195724385,Low,0.0014464131643037413,True
6.82,3,3,1,4.86,19,Studying,Medium,Weekday,Take a short break,0.5244069844022754,0.24454732645168087,0.27985965795059453,1.312365141665645,0.7324449314790296,0.4853959172506342,Moderate,0.004323602605488878,True
8.01,4,3,3,1.89,17,Phone,Medium,Weekday,Take a short break,0.4528373221561126,0.21495516770307585,0.23788215445303676,1.4934546703941147,0.8335129218195458,0.4035917187234673,Moderate,0.00318422301466499,True
5.23,4,2,2,7.07,21,Phone,High,Weekday,Prepare for bed,0.46717364900861325,0.30883883602276063,0.1583348129858526,1.2520887161832142,0.6988040178867605,0.3813017075666207,Moderate,0.004086979384209551,True
9.33,4,3,3,6.2,20,Studying,Low,Weekend,Connect socially,0.4916963414731723,0.3413751634641161,0.1503211780090562,1.2370602145885665,0.6904164514456452,0.38840488798013784,Moderate,0.0022242874314106656,True
9.55,3,4,4,3.16,18,Relaxing,Medium,Weekday,Stay active,0.3143677988421017,0.26061067278057737,0.05375712606152433,1.6059689322955528,0.8963083270253086,0.19983383231695107,Low,0.0029897360686884124,True
7.42,3,2,3,4.9,14,Phone,Medium,Weekday,Connect socially,0.332241712665307,0.24993471685025406,0.08230699581505294,1.630855282885405,0.910197663745585,0.2250841350208082,Low,0.0012580455587449246,True
6.38,3,4,3,4.02,14,Studying,High,Weekday,Take a short break,0.3712650830675642,0.2434834472536243,0.12778163581393992,1.5435232994054324,0.8614567557276143,0.284225081304639,Low,0.0012660165757038151,True
8.47,3,3,3,5.28,18,Studying,Medium,Weekday,Take a short break,0.4000116652303565,0.2061927546593495,0.19381891057100697,1.5921505715844324,0.888596153070914,0.3379592561391825,Low,0.0014997243394814577,True
7.54,3,2,3,6.09,18,Relaxing,Low,Weekday,Connect socially,0.7579127925613933,0.09088959272194877,0.6670231998394446,0.9098474367069318,0.507795522966552,0.7895016520593167,High,0.0029703210488428717,True
6.7,4,2,2,5.89,15,Working,Medium,Weekday,Take a short break,0.722946315275941,0.13128967203534297,0.5916566432405981,0.960265168595305,0.5359341949000648,0.7681390028941605,High,0.0013257773841746552,True
6.23,3,3,2,7.06,15,Phone,Low,Weekday,Connect socially,0.47028657988244466,0.19806346823059356,0.2722231116518511,1.4162992012073492,0.7904516345698647,0.44409481218942287,Moderate,0.002746138021838072,True
6.82,3,3,2,5.89,11,Phone,High,Weekday,Take a short break,0.3780019903716192,0.26157384066928296,0.11642814970233623,1.5253427392079315,0.8513099918847344,0.28133860208191713,Low,0.002253967920557752,True
7.45,3,3,4,1.5,6,Relaxing,Medium,Weekday,Connect socially,0.290232533453095,0.2533906579813391,0.036841875471755936,1.6369454578895195,0.9135966551329381,0.1736746218575343,Low,0.002886010947556652,True
8.19,3,3,4,3.74,16,Relaxing,Medium,Weekday,Connect socially,0.2930601271573624,0.257924471945715,0.03513565521164741,1.646894010621034,0.9191490481312017,0.17264220624272592,Low,0.002645932058946502,True
8.25,3,3,2,6.88,20,Phone,Medium,Weekend,Reduce screen time,0.31685722106708036,0.2627128554567417,0.05414436561033864,1.589728413722061,0.88724432102874,0.20303794120167523,Low,0.004472621948835535,True
7.73,2,3,4,5.3,19,Studying,Low,Weekday,Connect socially,0.6153783333822125,0.10932857529137349,0.506049758090839,1.266570813330163,0.70688663019922,0.6855429239821516,High,0.0029185707934999763,True
6.9,3,3,4,5.44,23,Phone,Medium,Weekday,Prepare for bed,0.596472987055897,0.1291323307882962,0.4673406562676008,1.2815097703797647,0.7152242208781955,0.6525064593868352,High,0.005437095875681725,True
8.85,3,5,4,1.94,18,Studying,Medium,Weekend,Stay active,0.30654081630082225,0.25225605938184853,0.05428475691897372,1.5994871999120945,0.8926908033036391,0.1974045365179238,Low,0.002160719299142999,True
7.03,4,2,2,6.49,12,Phone,High,Weekday,Take a short break,0.6195680969198509,0.18196445172157966,0.4376036451982713,1.1783824974704538,0.6576677939802585,0.653594636456671,High,0.0022286370492866914,True
9.18,1,5,3,2.77,18,Studying,Medium,Weekday,Maintain habits,0.33267106698255894,0.28090845489330607,0.05176261208925287,1.599705004260053,0.8928123622247438,0.20737333615967976,Low,0.002250896460417276,True
7.26,3,1,4,4.81,20,Phone,Medium,Weekend,Connect socially,0.3554505083465993,0.2572769247446901,0.0981735836019092,1.6004316527662503,0.8932179124778201,0.2500306547817421,Low,0.005469850517098369,True
7.66,2,4,3,5.44,18,Relaxing,High,Weekday,Stay active,0.2581149644991156,0.24641030912876485,0.01170465537035073,1.6837187618520193,0.9397013331133208,0.13640472616118338,Low,0.0011411948656749767,True
10.25,1,5,4,4.16,16,Studying,High,Weekend,Maintain habits,0.39333996951352734,0.3682077788881789,0.02513219062534844,1.3904690978042824,0.7760355793756956,0.2393884038436921,Low,0.0023435079578213807,True
8.34,5,3,2,5.16,18,Relaxing,Medium,Weekday,Take a short break,0.7058666673882591,0.12345363043966134,0.5824130369485978,1.0351418847464529,0.5777236858652818,0.7520952631516602,High,0.0007348281949419219,True
8.73,2,4,4,2.42,7,Working,Low,Weekend,Connect socially,0.4920067275741735,0.19518370132338694,0.2968230262507866,1.3716233603386183,0.7655175730309135,0.476075631177746,Moderate,0.0030254650118314713,True
8.26,3,1,3,3.96,12,Exercise,Low,Weekend,Connect socially,0.8590019587041935,0.0888955167658458,0.7701064419383477,0.5601747221365296,0.3126394651497894,0.8740229883869292,High,0.0028597931038311076,True
7.31,3,4,2,1.81,10,Exercise,Low,Weekday,Connect socially,0.497446512395385,0.2706208311474641,0.2268256812479209,1.301371262790804,0.7263091308519635,0.4373670812810752,Moderate,0.002126682434092638,True
7.77,4,2,2,5.68,15,Working,High,Weekend,Take a short break,0.8386937175120656,0.04311254398601919,0.7955811735260464,0.6915978255046881,0.38598809571390164,0.8502145537376491,High,0.003353717662906134,True
